Amplitude,Frequency
0.0450128888888889,0.0
6.10977923437314e-06,0.1111111111111111
1.6551411010910488e-05,0.2222222222222222
4.468302631990361e-06,0.3333333333333333
4.0534957427017594e-06,0.4444444444444444
1.78646258155032e-05,0.5555555555555556
1.509304857969944e-05,0.6666666666666666
1.7055229353705592e-05,0.7777777777777777
1.0528738873245017e-05,0.8888888888888888
8.306780414776524e-06,1.0
6.3775015363542715e-06,1.1111111111111112
8.390716580446721e-06,1.222222222222222
1.3153852684582252e-05,1.3333333333333333
6.098303084541813e-06,1.4444444444444444
1.8993923230723637e-05,1.5555555555555554
1.2270934556539979e-05,1.6666666666666665
7.885300506737736e-06,1.7777777777777777
1.4434050570995663e-05,1.8888888888888888
8.579198649392128e-06,2.0
1.0723729802780708e-05,2.111111111111111
4.407996120197037e-06,2.2222222222222223
1.2630018060927602e-05,2.333333333333333
6.294102923417384e-06,2.444444444444444
1.5722446312514347e-05,2.5555555555555554
6.4861929203254965e-06,2.6666666666666665
1.072718578346954e-05,2.7777777777777777
9.134528918281251e-06,2.888888888888889
7.120538737845427e-06,3.0
1.3672534869515715e-05,3.1111111111111107
3.338782042522644e-06,3.222222222222222
1.2113334638519095e-05,3.333333333333333
9.788009044496114e-06,3.444444444444444
7.923227074151766e-06,3.5555555555555554
8.684611550633163e-06,3.6666666666666665
5.738998081478543e-06,3.7777777777777777
9.143663986335095e-06,3.888888888888889
5.398671550839402e-06,4.0
1.1755444018122183e-05,4.111111111111111
2.92377124297625e-06,4.222222222222222
8.948658648425098e-06,4.333333333333333
8.269553637122473e-06,4.444444444444445
7.458533377990283e-06,4.555555555555555
7.967187673570974e-06,4.666666666666666
5.766688295703745e-06,4.777777777777778
2.2166678718163087e-05,4.888888888888888
1.0103389776305546e-05,5.0
1.4257079666159155e-05,5.111111111111111
7.145558808989692e-06,5.222222222222222
8.31644277734601e-06,5.333333333333333
1.5615779083355384e-05,5.444444444444444
1.8901973047944205e-05,5.555555555555555
7.633940683645251e-06,5.666666666666666
7.712833717470995e-06,5.777777777777778
2.5375923132450454e-06,5.888888888888888
6.14246754466928e-06,6.0
7.797718606840115e-06,6.111111111111111
9.9063440626951e-06,6.222222222222221
1.0615103025332076e-05,6.333333333333333
1.2387681860712402e-05,6.444444444444444
1.5223807363868036e-05,6.555555555555555
1.2707941855752392e-05,6.666666666666666
1.2273244299257049e-05,6.777777777777778
6.240254478915012e-06,6.888888888888888
8.779358487317529e-06,7.0
7.941214916283011e-06,7.111111111111111
3.916764256678698e-06,7.222222222222221
1.9721688746032557e-05,7.333333333333333
6.880448371802668e-06,7.444444444444444
7.854016355724605e-06,7.555555555555555
5.700601729016229e-06,7.666666666666666
1.128753114896281e-05,7.777777777777778
1.0623482912888527e-05,7.888888888888888
6.660737216415208e-06,8.0
7.845193570023329e-06,8.11111111111111
9.225058327079285e-07,8.222222222222221
1.0534592183380089e-05,8.333333333333332
1.3450452285343753e-05,8.444444444444445
5.7016621371321695e-06,8.555555555555555
3.010572549530737e-06,8.666666666666666
1.293117609295476e-05,8.777777777777777
3.4639992041335e-06,8.88888888888889
2.053576797151895e-05,9.0
1.1037808920987819e-05,9.11111111111111
3.961367739801763e-06,9.222222222222221
1.690573798060404e-05,9.333333333333332
1.1684246326256368e-05,9.444444444444445
1.3119783554702818e-05,9.555555555555555
1.2316785179339622e-05,9.666666666666666
4.912581882989266e-06,9.777777777777777
9.543020895874227e-06,9.888888888888888
7.829819332435154e-06,10.0
3.391787422591613e-06,10.11111111111111
7.911145447155516e-06,10.222222222222221
5.041199823236764e-06,10.333333333333332
9.19511797625848e-06,10.444444444444445
7.800661507255404e-06,10.555555555555555
4.636150389176812e-06,10.666666666666666
1.0432455797455337e-05,10.777777777777777
5.9407167027004975e-06,10.888888888888888
2.206426800017501e-05,11.0
8.655295619805644e-06,11.11111111111111
2.464962998274163e-06,11.222222222222221
5.088815184289605e-06,11.333333333333332
9.258784780541259e-06,11.444444444444445
1.1121348460494689e-05,11.555555555555555
5.935699462153869e-06,11.666666666666666
1.7148593463518158e-05,11.777777777777777
9.517720716217628e-06,11.888888888888888
1.1362682335205035e-05,12.0
3.0160100445967436e-06,12.11111111111111
9.818393120405566e-06,12.222222222222221
4.647779272524483e-06,12.333333333333332
5.889129195054994e-06,12.444444444444443
1.4297512547702203e-05,12.555555555555555
9.4386024635698e-06,12.666666666666666
1.4571494139242973e-05,12.777777777777777
7.585582083667042e-06,12.888888888888888
6.2426171507268186e-06,13.0
5.892313144082213e-06,13.11111111111111
6.54982553970283e-06,13.222222222222221
8.481249074886605e-06,13.333333333333332
1.0132498847398477e-05,13.444444444444443
4.951727648132401e-06,13.555555555555555
2.0528664204623235e-05,13.666666666666666
5.598290609288979e-06,13.777777777777777
1.1331617390407673e-05,13.888888888888888
1.3838478528717762e-05,14.0
1.781634068604521e-06,14.11111111111111
5.6260500598006134e-06,14.222222222222221
7.175618798551793e-06,14.333333333333332
8.307011014323624e-06,14.444444444444443
1.2768426605176142e-05,14.555555555555555
1.552110055083674e-05,14.666666666666666
9.220841307370161e-06,14.777777777777777
5.503176982142127e-06,14.888888888888888
5.194384292921976e-06,15.0
4.649812240259823e-06,15.11111111111111
1.4975800934727603e-05,15.222222222222221
6.172745783380956e-06,15.333333333333332
6.918581633969298e-06,15.444444444444443
5.458599667739724e-06,15.555555555555555
2.1493310567642227e-05,15.666666666666666
1.2245266609322939e-05,15.777777777777777
9.471109646354492e-06,15.888888888888888
5.790538913278323e-06,16.0
2.117410466870858e-06,16.11111111111111
6.6692892544952195e-06,16.22222222222222
1.1985316111530858e-05,16.333333333333332
1.330462681043264e-05,16.444444444444443
2.4052672585388774e-06,16.555555555555554
1.281676280722207e-05,16.666666666666664
6.770881815765237e-06,16.77777777777778
4.147974319965337e-06,16.88888888888889
5.971359120035131e-06,17.0
1.4588866621581158e-05,17.11111111111111
1.4330805255838567e-05,17.22222222222222
5.697672916281686e-06,17.333333333333332
5.991924369868381e-06,17.444444444444443
7.736380882196307e-06,17.555555555555554
4.975086008801778e-06,17.666666666666664
5.816456521342827e-06,17.77777777777778
1.0708244513630314e-05,17.88888888888889
6.561188822156482e-06,18.0
7.618524373310255e-06,18.11111111111111
1.8484675941135798e-05,18.22222222222222
9.581411724028897e-06,18.333333333333332
4.671205954488326e-06,18.444444444444443
6.450628685947617e-06,18.555555555555554
8.28843883994338e-06,18.666666666666664
1.220086264149558e-05,18.777777777777775
5.661547077052454e-06,18.88888888888889
1.3800525672871468e-05,19.0
6.5788896095975704e-06,19.11111111111111
3.3973185847854623e-06,19.22222222222222
8.86500515565634e-06,19.333333333333332
1.2326645782484186e-05,19.444444444444443
1.7062200619106387e-05,19.555555555555554
1.1870749675307609e-05,19.666666666666664
1.1242348116661333e-05,19.777777777777775
6.892481768343572e-06,19.88888888888889
1.6913049366422532e-05,20.0
3.109446138988159e-05,20.11111111111111
1.1953334323266342e-05,20.22222222222222
3.6524836760643976e-06,20.333333333333332
7.819324378538601e-06,20.444444444444443
6.692022360352453e-06,20.555555555555554
1.805303015167208e-05,20.666666666666664
3.225070136613872e-06,20.777777777777775
1.2928708996927732e-05,20.88888888888889
5.22374033048033e-06,21.0
7.573840254891887e-06,21.11111111111111
1.09460456740264e-05,21.22222222222222
5.844743202161972e-06,21.333333333333332
